date | asn | count | cc
20180317 | 61683 | 120 | BR
20180317 | 263525 | 118 | BR
20180317 | 28229 | 228 | BR
20180317 | 263527 | 110 | BR
20180317 | 262838 | 478 | BR
20180317 | 267649 | 78 | BR
20180317 | 262834 | 100 | BR
20180317 | 28220 | 117 | BR
20180317 | 28226 | 159 | BR
20180317 | 28225 | 51 | BR
20180317 | 28224 | 284 | BR
20180317 | 15256 | 80 | BR
20180317 | 266112 | 75 | BR
20180317 | 8447 | 324 | AT
20180317 | 267460 | 58 | BR
20180317 | 52809 | 134 | BR
20180317 | 38193 | 82 | PK
20180317 | 266602 | 34 | BR
20180317 | 28644 | 40 | BR
20180317 | 28647 | 240 | BR
20180317 | 28640 | 738 | BR
20180317 | 28642 | 330 | BR
20180317 | 61659 | 76 | BR
20180317 | 28649 | 655 | BR
20180317 | 265062 | 159 | BR
20180317 | 266028 | 60 | BR
20180317 | 267513 | 28 | BR
20180317 | 6774 | 48 | BE
20180317 | 52937 | 423 | BR
20180317 | 52932 | 144 | BR
20180317 | 52930 | 658 | BR
20180317 | 266931 | 98 | BR
20180317 | 266933 | 37 | BR
20180317 | 25605 | 39 | US
20180317 | 24608 | 80 | IT
20180317 | 262650 | 145 | BR
20180317 | 53196 | 275 | BR
20180317 | 53195 | 111 | BR
20180317 | 53192 | 225 | BR
20180317 | 53191 | 380 | BR
20180317 | 266466 | 38 | BR
20180317 | 53199 | 218 | BR
20180317 | 266467 | 38 | BR
20180317 | 16347 | 109 | FR
20180317 | 49544 | 320 | NL
20180317 | 61826 | 39 | BR
20180317 | 61822 | 75 | BR
20180317 | 265021 | 78 | BR
20180317 | 33182 | 248 | US
20180317 | 52752 | 576 | BR
20180317 | 52751 | 115 | BR
20180317 | 267540 | 36 | BR
20180317 | 263432 | 162 | BR
20180317 | 53029 | 174 | BR
20180317 | 265377 | 156 | BR
20180317 | 14868 | 741 | BR
20180317 | 20473 | 826 | US
20180317 | 34953 | 27 | DE
20180317 | 3223 | 342 | RO
20180317 | 265206 | 138 | 
20180317 | 265209 | 90 | BR
20180317 | 15600 | 186 | CH
20180317 | 264152 | 118 | BR
20180317 | 27552 | 32 | US
20180317 | 3327 | 92 | EE
20180317 | 266498 | 117 | BR
20180317 | 53219 | 30 | BR
20180317 | 18001 | 70 | LK
20180317 | 29748 | 26 | US
20180317 | 264574 | 157 | BR
20180317 | 264575 | 153 | BR
20180317 | 39122 | 39 | IE
20180317 | 53216 | 128 | BR
20180317 | 15933 | 32 | DE
20180317 | 8632 | 36 | LU
20180317 | 267070 | 77 | BR
20180317 | 23074 | 129 | BR
20180317 | 28349 | 1362 | BR
20180317 | 262938 | 134 | BR
20180317 | 34087 | 38 | NO
20180317 | 14463 | 240 | BR
20180317 | 28343 | 1504 | BR
20180317 | 264886 | 145 | BR
20180317 | 263357 | 244 | BR
20180317 | 263356 | 50 | BR
20180317 | 263355 | 138 | BR
20180317 | 263353 | 134 | BR
20180317 | 15598 | 32 | DE
20180317 | 8708 | 344 | RO
20180317 | 31216 | 33 | FR
20180317 | 52280 | 26 | CL
20180317 | 262336 | 330 | BR
20180317 | 262338 | 160 | BR
20180317 | 12859 | 90 | NL
20180317 | 12850 | 29 | IT
20180317 | 262820 | 40 | BR
20180317 | 26606 | 48 | BR
20180317 | 28233 | 111 | BR
20180317 | 26609 | 292 | BR
20180317 | 28239 | 134 | BR
20180317 | 262809 | 408 | BR
20180317 | 263531 | 154 | BR
20180317 | 263530 | 81 | BR
20180317 | 263536 | 90 | BR
20180317 | 263535 | 280 | BR
20180317 | 262801 | 199 | BR
20180317 | 262802 | 220 | BR
20180317 | 262805 | 182 | BR
20180317 | 28725 | 25 | CZ
20180317 | 267456 | 108 | BR
20180317 | 262488 | 356 | BR
20180317 | 262489 | 342 | BR
20180317 | 22652 | 75 | CA
20180317 | 262484 | 53 | BR
20180317 | 8455 | 134 | NL
20180317 | 8452 | 62 | EG
20180317 | 52838 | 669 | BR
20180317 | 52836 | 195 | BR
20180317 | 22381 | 636 | BR
20180317 | 13984 | 28 | US
20180317 | 28657 | 375 | BR
20180317 | 22250 | 55 | BR
20180317 | 28658 | 45 | BR
20180317 | 262333 | 243 | BR
20180317 | 19611 | 42 | BR
20180317 | 266039 | 75 | BR
20180317 | 267522 | 118 | BR
20180317 | 262790 | 72 | BR
20180317 | 262794 | 105 | BR
20180317 | 266305 | 102 | BR
20180317 | 52908 | 480 | BR
20180317 | 52901 | 523 | BR
20180317 | 6762 | 75 | IT
20180317 | 266302 | 59 | BR
20180317 | 266926 | 75 | BR
20180317 | 262681 | 30 | BR
20180317 | 266923 | 118 | BR
20180317 | 16734 | 89 | US
20180317 | 16735 | 313 | BR
20180317 | 24940 | 103 | DE
20180317 | 262664 | 213 | BR
20180317 | 262665 | 175 | BR
20180317 | 262666 | 40 | BR
20180317 | 262662 | 38 | BR
20180317 | 262663 | 249 | BR
20180317 | 262444 | 411 | BR
20180317 | 42794 | 28 | BG
20180317 | 262668 | 267 | BR
20180317 | 262669 | 598 | BR
20180317 | 262466 | 136 | BR
20180317 | 262464 | 182 | BR
20180317 | 262462 | 77 | BR
20180317 | 262463 | 312 | BR
20180317 | 262469 | 613 | BR
20180317 | 53180 | 432 | BR
20180317 | 52699 | 29 | BR
20180317 | 53185 | 511 | BR
20180317 | 53187 | 82 | BR
20180317 | 53189 | 72 | BR
20180317 | 52691 | 94 | BR
20180317 | 52697 | 530 | BR
20180317 | 201290 | 26 | NL
20180317 | 17511 | 136 | None
20180317 | 263858 | 108 | BR
20180317 | 61813 | 66 | BR
20180317 | 52583 | 30 | BR
20180317 | 11644 | 35 | BR
20180317 | 52766 | 59 | BR
20180317 | 52765 | 127 | BR
20180317 | 265308 | 38 | BR
20180317 | 265303 | 878 | BR
20180317 | 265306 | 78 | BR
20180317 | 18881 | 14331 | BR
20180317 | 264367 | 187 | BR
20180317 | 264360 | 138 | BR
20180317 | 3255 | 29 | UA
20180317 | 265410 | 35 | BR
20180317 | 264415 | 163 | BR
20180317 | 264417 | 85 | BR
20180317 | 264144 | 98 | BR
20180317 | 265948 | 58 | BR
20180317 | 264142 | 218 | BR
20180317 | 264969 | 79 | BR
20180317 | 5466 | 87 | IE
20180317 | 14211 | 32 | US
20180317 | 7048 | 62 | BR
20180317 | 41552 | 25 | NL
20180317 | 264560 | 144 | BR
20180317 | 264564 | 71 | BR
20180317 | 264566 | 41 | BR
20180317 | 29286 | 91 | IT
20180317 | 52662 | 143 | BR
20180317 | 263035 | 171 | BR
20180317 | 263032 | 98 | BR
20180317 | 263033 | 32 | BR
20180317 | 267452 | 198 | BR
20180317 | 264893 | 37 | BR
20180317 | 263321 | 286 | BR
20180317 | 263327 | 335 | BR
20180317 | 263324 | 30 | BR
20180317 | 263328 | 254 | BR
20180317 | 15589 | 42 | IT
20180317 | 8732 | 51 | RU
20180317 | 266107 | 158 | BR
20180317 | 262323 | 532 | BR
20180317 | 8513 | 25 | GB
20180317 | 263250 | 262 | BR
20180317 | 263251 | 178 | BR
20180317 | 262481 | 370 | BR
20180317 | 12849 | 77 | IL
20180317 | 27715 | 715 | BR
20180317 | 12843 | 50 | DE
20180317 | 28241 | 402 | BR
20180317 | 262813 | 532 | BR
20180317 | 28244 | 234 | BR
20180317 | 262811 | 78 | BR
20180317 | 26615 | 1770 | BR
20180317 | 26616 | 57 | BR
20180317 | 6507 | 86 | US
20180317 | 262819 | 178 | BR
20180317 | 262818 | 55 | BR
20180317 | 262499 | 113 | BR
20180317 | 61799 | 78 | BR
20180317 | 262493 | 93 | BR
20180317 | 262491 | 190 | BR
20180317 | 262496 | 172 | BR
20180317 | 266137 | 60 | BR
20180317 | 33353 | 29 | US
20180317 | 8468 | 171 | GB
20180317 | 52824 | 250 | BR
20180317 | 28663 | 184 | BR
20180317 | 23393 | 92 | US
20180317 | 28661 | 127 | BR
20180317 | 28667 | 251 | BR
20180317 | 28666 | 120 | BR
20180317 | 28665 | 174 | BR
20180317 | 28669 | 384 | BR
20180317 | 28668 | 505 | BR
20180317 | 266620 | 26 | BR
20180317 | 262787 | 110 | BR
20180317 | 262785 | 610 | BR
20180317 | 262784 | 786 | BR
20180317 | 266001 | 76 | BR
20180317 | 266558 | 39 | BR
20180317 | 52915 | 34 | BR
20180317 | 4775 | 124 | PH
20180317 | 26282 | 39 | US
20180317 | 267530 | 60 | BR
20180317 | 266480 | 77 | BR
20180317 | 19754 | 37 | US
20180317 | 266486 | 184 | BR
20180317 | 25151 | 28 | NL
20180317 | 265497 | 38 | BR
20180317 | 14717 | 26 | US
20180317 | 262673 | 800 | BR
20180317 | 262672 | 118 | BR
20180317 | 262671 | 168 | BR
20180317 | 61666 | 76 | BR
20180317 | 25394 | 39 | DE
20180317 | 262676 | 338 | BR
20180317 | 262470 | 107 | BR
20180317 | 262478 | 95 | BR
20180317 | 265091 | 133 | BR
20180317 | 53178 | 185 | BR
20180317 | 53175 | 85 | BR
20180317 | 53174 | 31 | BR
20180317 | 53171 | 745 | BR
20180317 | 53170 | 170 | BR
20180317 | 53172 | 98 | BR
20180317 | 28152 | 240 | BR
20180317 | 61805 | 316 | BR
20180317 | 61806 | 80 | BR
20180317 | 266448 | 124 | BR
20180317 | 52590 | 26 | BR
20180317 | 52596 | 86 | BR
20180317 | 52770 | 158 | BR
20180317 | 20676 | 96 | DE
20180317 | 2716 | 70 | BR
20180317 | 52777 | 29 | BR
20180317 | 53089 | 38 | BR
20180317 | 53088 | 58 | BR
20180317 | 52570 | 120 | BR
20180317 | 52571 | 95 | BR
20180317 | 53080 | 460 | BR
20180317 | 53082 | 318 | BR
20180317 | 53085 | 515 | BR
20180317 | 53087 | 219 | BR
20180317 | 52579 | 352 | BR
20180317 | 265171 | 30 | BR
20180317 | 52686 | 156 | BR
20180317 | 52681 | 98 | BR
20180317 | 53095 | 317 | BR
20180317 | 52689 | 160 | BR
20180317 | 49981 | 198 | NL
20180317 | 53224 | 252 | BR
20180317 | 53221 | 134 | BR
20180317 | 53222 | 115 | BR
20180317 | 33724 | 192 | US
20180317 | 11835 | 33 | BR
20180317 | 14840 | 1047 | BR
20180317 | 45758 | 49 | TH
20180317 | 41412 | 39 | DE
20180317 | 63242 | 30 | US
20180317 | 49453 | 208 | NL
20180317 | 263672 | 55 | BR
20180317 | 14061 | 309 | US
20180317 | 264311 | 107 | BR
20180317 | 41095 | 69 | NL
20180317 | 39704 | 27 | NL
20180317 | 12306 | 36 | DE
20180317 | 12301 | 311 | HU
20180317 | 265952 | 125 | BR
20180317 | 265950 | 95 | BR
20180317 | 265955 | 118 | BR
20180317 | 264130 | 210 | BR
20180317 | 15623 | 93 | CH
20180317 | 264426 | 135 | BR
20180317 | 264427 | 37 | BR
20180317 | 264959 | 140 | BR
20180317 | 263453 | 102 | BR
20180317 | 3303 | 1292 | CH
20180317 | 3300 | 116 | NL
20180317 | 198435 | 42 | FR
20180317 | 264228 | 103 | BR
20180317 | 263459 | 133 | BR
20180317 | 264226 | 58 | BR
20180317 | 264555 | 80 | BR
20180317 | 264223 | 36 | BR
20180317 | 31122 | 72 | IE
20180317 | 15133 | 412 | US
20180317 | 263332 | 40 | BR
20180317 | 33891 | 174 | DE
20180317 | 263336 | 92 | BR
20180317 | 12874 | 178 | IT
20180317 | 262318 | 358 | BR
20180317 | 8055 | 99 | BR
20180317 | 4181 | 213 | US
20180317 | 262316 | 145 | BR
20180317 | 262317 | 525 | BR
20180317 | 262311 | 152 | BR
20180317 | 27720 | 243 | BR
20180317 | 262862 | 603 | BR
20180317 | 28250 | 520 | BR
20180317 | 262861 | 58 | BR
20180317 | 28257 | 125 | BR
20180317 | 28254 | 770 | BR
20180317 | 262865 | 395 | BR
20180317 | 28258 | 350 | BR
20180317 | 262268 | 29 | BR
20180317 | 11338 | 1408 | BR
20180317 | 8473 | 208 | SE
20180317 | 6407 | 474 | CA
20180317 | 19108 | 373 | US
20180317 | 5713 | 129 | ZA
20180317 | 266633 | 60 | BR
20180317 | 61650 | 152 | BR
20180317 | 266635 | 90 | BR
20180317 | 61652 | 37 | BR
20180317 | 52965 | 279 | BR
20180317 | 52964 | 36 | BR
20180317 | 52967 | 136 | BR
20180317 | 267544 | 151 | BR
20180317 | 263072 | 229 | BR
20180317 | 28598 | 1092 | BR
20180317 | 18978 | 52 | US
20180317 | 17378 | 172 | US
20180317 | 21013 | 33 | AT
20180317 | 12041 | 146 | CA
20180317 | 262688 | 2405 | BR
20180317 | 262686 | 200 | BR
20180317 | 262684 | 306 | BR
20180317 | 262685 | 80 | BR
20180317 | 262683 | 258 | BR
20180317 | 262680 | 135 | BR
20180317 | 266300 | 120 | BR
20180317 | 12684 | 61 | LU
20180317 | 262448 | 172 | BR
20180317 | 11796 | 30 | US
20180317 | 53169 | 110 | BR
20180317 | 53166 | 84 | BR
20180317 | 53165 | 141 | BR
20180317 | 61871 | 119 | BR
20180317 | 16685 | 58 | BR
20180317 | 61873 | 75 | BR
20180317 | 266328 | 38 | BR
20180317 | 24961 | 144 | DE
20180317 | 12312 | 32 | DE
20180317 | 61900 | 140 | BR
20180317 | 27924 | 50 | TT
20180317 | 52786 | 38 | BR
20180317 | 52780 | 112 | BR
20180317 | 265095 | 76 | BR
20180317 | 52547 | 110 | BR
20180317 | 53090 | 320 | BR
20180317 | 53097 | 207 | BR
20180317 | 53094 | 346 | BR
20180317 | 21263 | 42 | DE
20180317 | 61905 | 112 | BR
20180317 | 25180 | 96 | GB
20180317 | 61902 | 241 | BR
20180317 | 265144 | 113 | BR
20180317 | 265141 | 284 | BR
20180317 | 41887 | 86 | NL
20180317 | 53236 | 37 | BR
20180317 | 53237 | 714 | BR
20180317 | 53232 | 39 | BR
20180317 | 53233 | 306 | BR
20180317 | 53230 | 160 | BR
20180317 | 11802 | 105 | BR
20180317 | 53239 | 110 | BR
20180317 | 39737 | 306 | RO
20180317 | 265436 | 136 | BR
20180317 | 7363 | 90 | US
20180317 | 8881 | 1124 | DE
20180317 | 41313 | 110 | BG
20180317 | 44217 | 47 | IQ
20180317 | 265430 | 116 | BR
20180317 | 264941 | 149 | BR
20180317 | 265437 | 69 | BR
20180317 | 264127 | 75 | BR
20180317 | 27589 | 80 | US
20180317 | 9002 | 37 | UA
20180317 | 5483 | 51 | HU
20180317 | 9009 | 937 | GB
20180317 | 15830 | 384 | GB
20180317 | 264238 | 179 | BR
20180317 | 264543 | 97 | BR
20180317 | 264547 | 246 | BR
20180317 | 264230 | 148 | BR
20180317 | 264233 | 171 | BR
20180317 | 264544 | 80 | BR
20180317 | 132203 | 25 | CN
20180317 | 264053 | 74 | BR
20180317 | 15943 | 51 | DE
20180317 | 53050 | 350 | BR
20180317 | 263015 | 536 | BR
20180317 | 28183 | 40 | BR
20180317 | 53068 | 60 | BR
20180317 | 7795 | 55 | US
20180317 | 263499 | 35 | BR
20180317 | 264437 | 32 | BR
20180317 | 263308 | 83 | BR
20180317 | 263305 | 86 | BR
20180317 | 263655 | 94 | BR
20180317 | 263652 | 246 | BR
20180317 | 263653 | 108 | BR
20180317 | 263650 | 57 | BR
20180317 | 263651 | 199 | BR
20180317 | 262828 | 411 | BR
20180317 | 263470 | 260 | BR
20180317 | 263471 | 216 | BR
20180317 | 262302 | 240 | BR
20180317 | 262301 | 197 | BR
20180317 | 31027 | 232 | DK
20180317 | 15547 | 70 | CH
20180317 | 15542 | 40 | NL
20180317 | 8262 | 29 | BG
20180317 | 28269 | 103 | BR
20180317 | 28265 | 840 | BR
20180317 | 28264 | 676 | BR
20180317 | 28263 | 1144 | BR
20180317 | 28260 | 775 | BR
20180317 | 267043 | 145 | BR
20180317 | 1103 | 184 | NL
20180317 | 1101 | 30 | NL
20180317 | 28284 | 193 | BR
20180317 | 28287 | 1840 | BR
20180317 | 262273 | 60 | BR
20180317 | 28280 | 1722 | BR
20180317 | 28283 | 65 | BR
20180317 | 28615 | 29 | BR
20180317 | 22356 | 275 | BR
20180317 | 28288 | 29 | BR
20180317 | 8400 | 68 | RS
20180317 | 263276 | 124 | BR
20180317 | 263270 | 110 | BR
20180317 | 263271 | 62 | BR
20180317 | 61648 | 169 | BR
20180317 | 28605 | 199 | BR
20180317 | 28604 | 189 | BR
20180317 | 61640 | 113 | BR
20180317 | 61317 | 147 | GB
20180317 | 266574 | 106 | BR
20180317 | 8315 | 46 | NL
20180317 | 52976 | 58 | BR
20180317 | 52974 | 100 | BR
20180317 | 266977 | 151 | BR
20180317 | 263877 | 113 | BR
20180317 | 264145 | 60 | BR
20180317 | 266154 | 108 | BR
20180317 | 266159 | 100 | BR
20180317 | 263998 | 103 | BR
20180317 | 265184 | 57 | BR
20180317 | 56630 | 108 | NL
20180317 | 22177 | 570 | BR
20180317 | 262699 | 191 | BR
20180317 | 52951 | 165 | BR
20180317 | 266372 | 78 | BR
20180317 | 262696 | 320 | BR
20180317 | 262691 | 711 | BR
20180317 | 262690 | 98 | BR
20180317 | 263903 | 193 | BR
20180317 | 262457 | 118 | BR
20180317 | 262456 | 578 | BR
20180317 | 262454 | 154 | BR
20180317 | 43561 | 180 | BG
20180317 | 262503 | 218 | BR
20180317 | 53158 | 768 | BR
20180317 | 53152 | 315 | BR
20180317 | 21859 | 32 | US
20180317 | 53156 | 320 | BR
20180317 | 53154 | 40 | BR
20180317 | 13414 | 42 | US
20180317 | 266201 | 35 | BR
20180317 | 36351 | 6648 | US
20180317 | 266209 | 118 | BR
20180317 | 61860 | 60 | BR
20180317 | 61864 | 55 | BR
20180317 | 52794 | 114 | BR
20180317 | 57344 | 42 | BG
20180317 | 9498 | 3852 | IN
20180317 | 52559 | 200 | BR
20180317 | 52554 | 97 | BR
20180317 | 52551 | 54 | BR
20180317 | 9145 | 68 | DE
20180317 | 266325 | 76 | BR
20180317 | 265158 | 58 | BR
20180317 | 61913 | 125 | BR
20180317 | 61910 | 37 | BR
20180317 | 42184 | 60 | DE
20180317 | 61918 | 129 | BR
20180317 | 265154 | 78 | BR
20180317 | 20857 | 28 | NL
20180317 | 2603 | 36 | NO
20180317 | 53208 | 239 | BR
20180317 | 3267 | 34 | RU
20180317 | 6315 | 25 | US
20180317 | 264339 | 38 | BR
20180317 | 264331 | 76 | BR
20180317 | 264332 | 72 | BR
20180317 | 45352 | 91 | MY
20180317 | 13238 | 102 | RU
20180317 | 11921 | 171 | BR
20180317 | 13237 | 144 | DE
20180317 | 265427 | 95 | BR
20180317 | 265426 | 38 | BR
20180317 | 9031 | 144 | BE
20180317 | 262606 | 51 | BR
20180317 | 22822 | 118 | US
20180317 | 13124 | 27 | BG
20180317 | 265330 | 33 | BR
20180317 | 265886 | 128 | BR
20180317 | 264202 | 468 | BR
20180317 | 15802 | 271 | AE
20180317 | 264206 | 76 | BR
20180317 | 264062 | 98 | BR
20180317 | 264069 | 114 | BR
20180317 | 264590 | 55 | BR
20180317 | 264592 | 33 | BR
20180317 | 264597 | 78 | BR
20180317 | 7162 | 272 | BR
20180317 | 263482 | 70 | BR
20180317 | 7160 | 36 | US
20180317 | 263487 | 99 | BR
20180317 | 263484 | 163 | BR
20180317 | 264114 | 78 | BR
20180317 | 37662 | 81 | MU
20180317 | 263649 | 262 | BR
20180317 | 263648 | 123 | BR
20180317 | 264112 | 95 | BR
20180317 | 263645 | 42 | BR
20180317 | 263311 | 195 | BR
20180317 | 263646 | 156 | BR
20180317 | 264119 | 62 | BR
20180317 | 31529 | 102 | DE
20180317 | 263460 | 252 | BR
20180317 | 262992 | 608 | BR
20180317 | 262993 | 59 | BR
20180317 | 263469 | 80 | BR
20180317 | 23106 | 444 | BR
20180317 | 264052 | 58 | BR
20180317 | 28279 | 498 | BR
20180317 | 262848 | 167 | BR
20180317 | 28270 | 151 | BR
20180317 | 28271 | 63 | BR
20180317 | 262847 | 452 | BR
20180317 | 28275 | 40 | BR
20180317 | 262843 | 54 | BR
20180317 | 29075 | 34 | FR
20180317 | 29076 | 44 | RU
20180317 | 31638 | 128 | IT
20180317 | 28294 | 1379 | BR
20180317 | 28292 | 234 | BR
20180317 | 28293 | 36 | BR
20180317 | 262307 | 115 | BR
20180317 | 28299 | 674 | BR
20180317 | 27693 | 342 | BR
20180317 | 50010 | 49 | OM
20180317 | 6461 | 428 | US
20180317 | 263263 | 53 | BR
20180317 | 28618 | 722 | BR
20180317 | 263265 | 100 | BR
20180317 | 61673 | 826 | BR
20180317 | 61672 | 45 | BR
20180317 | 263269 | 34 | BR
20180317 | 61676 | 56 | BR
20180317 | 263089 | 198 | BR
20180317 | 266560 | 54 | BR
20180317 | 8304 | 51 | FR
20180317 | 262518 | 54 | BR
20180317 | 262516 | 115 | BR
20180317 | 262517 | 265 | BR
20180317 | 52944 | 560 | BR
20180317 | 35625 | 40 | FR
20180317 | 52941 | 270 | BR
20180317 | 32934 | 669 | US
20180317 | 61580 | 54 | BR
20180317 | 61583 | 282 | BR
20180317 | 61582 | 26 | BR
20180317 | 61584 | 189 | BR
20180317 | 61587 | 66 | BR
20180317 | 61586 | 38 | BR
20180317 | 265262 | 80 | BR
20180317 | 266147 | 98 | BR
20180317 | 264390 | 31 | BR
20180317 | 266368 | 222 | BR
20180317 | 52880 | 60 | BR
20180317 | 262428 | 253 | BR
20180317 | 262429 | 151 | BR
20180317 | 51167 | 179 | DE
20180317 | 262420 | 576 | BR
20180317 | 262427 | 153 | BR
20180317 | 52890 | 120 | BR
20180317 | 52892 | 164 | BR
20180317 | 52896 | 116 | BR
20180317 | 17557 | 152 | PK
20180317 | 17222 | 1325 | BR
20180317 | 61856 | 160 | BR
20180317 | 266211 | 98 | BR
20180317 | 19873 | 35 | BR
20180317 | 262737 | 265 | BR
20180317 | 262734 | 57 | BR
20180317 | 262732 | 32 | BR
20180317 | 262733 | 170 | BR
20180317 | 262730 | 964 | BR
20180317 | 262731 | 173 | BR
20180317 | 262738 | 26 | BR
20180317 | 24904 | 78 | FR
20180317 | 9150 | 40 | NL
20180317 | 267040 | 100 | BR
20180317 | 52527 | 116 | BR
20180317 | 61924 | 37 | BR
20180317 | 61928 | 553 | BR
20180317 | 13335 | 102 | US
20180317 | 53145 | 363 | BR
20180317 | 53140 | 63 | BR
20180317 | 12083 | 352 | US
20180317 | 53142 | 1235 | BR
20180317 | 53143 | 739 | BR
20180317 | 6079 | 112 | US
20180317 | 265181 | 158 | BR
20180317 | 53218 | 381 | BR
20180317 | 265185 | 129 | BR
20180317 | 2611 | 50 | BE
20180317 | 265187 | 140 | BR
20180317 | 265188 | 73 | BR
20180317 | 20485 | 216 | RU
20180317 | 52637 | 66 | BR
20180317 | 52630 | 796 | BR
20180317 | 10026 | 126 | JP
20180317 | 52639 | 37 | BR
20180317 | 3292 | 231 | DK
20180317 | 265980 | 37 | BR
20180317 | 266650 | 40 | BR
20180317 | 20559 | 28 | NL
20180317 | 264217 | 54 | BR
20180317 | 264212 | 76 | BR
20180317 | 57976 | 134 | EU
20180317 | 264077 | 34 | BR
20180317 | 264076 | 98 | BR
20180317 | 264073 | 42 | BR
20180317 | 264071 | 151 | BR
20180317 | 14361 | 69 | US
20180317 | 33915 | 52 | NL
20180317 | 264582 | 136 | BR
20180317 | 264580 | 190 | BR
20180317 | 29405 | 26 | SK
20180317 | 27471 | 26 | US
20180317 | 47869 | 79 | NL
20180317 | 264450 | 116 | BR
20180317 | 264101 | 79 | BR
20180317 | 264455 | 95 | BR
20180317 | 33597 | 60 | US
20180317 | 263675 | 180 | BR
20180317 | 31287 | 67 | BG
20180317 | 262988 | 531 | BR
20180317 | 2852 | 42 | CZ
20180317 | 262981 | 52 | BR
20180317 | 262983 | 1920 | BR
20180317 | 12883 | 29 | UA
20180317 | 54104 | 66 | US
20180317 | 24482 | 52 | SG
20180317 | 61764 | 56 | BR
20180317 | 263582 | 50 | BR
20180317 | 263583 | 40 | BR
20180317 | 263587 | 174 | BR
20180317 | 263584 | 58 | BR
20180317 | 262856 | 343 | BR
20180317 | 262854 | 55 | BR
20180317 | 263070 | 677 | BR
20180317 | 263071 | 40 | BR
20180317 | 263077 | 508 | BR
20180317 | 263075 | 351 | BR
20180317 | 28591 | 105 | BR
20180317 | 28590 | 351 | BR
20180317 | 8426 | 54 | GB
20180317 | 23201 | 4865 | PY
20180317 | 34655 | 111 | HU
20180317 | 8422 | 84 | DE
20180317 | 39180 | 26 | FR
20180317 | 263274 | 72 | BR
20180317 | 28625 | 77 | BR
20180317 | 28624 | 315 | BR
20180317 | 61663 | 127 | BR
20180317 | 5588 | 547 | CZ
20180317 | 31042 | 118 | RS
20180317 | 263297 | 205 | BR
20180317 | 263290 | 95 | BR
20180317 | 21949 | 60 | CA
20180317 | 263855 | 90 | BR
20180317 | 11271 | 76 | BR
20180317 | 263853 | 27 | BR
20180317 | 262505 | 163 | BR
20180317 | 52952 | 76 | BR
20180317 | 262501 | 98 | BR
20180317 | 262502 | 378 | BR
20180317 | 266437 | 362 | BR
20180317 | 61642 | 61 | BR
20180317 | 266995 | 56 | BR
20180317 | 28132 | 44 | BR
20180317 | 28130 | 1210 | BR
20180317 | 28135 | 315 | BR
20180317 | 28134 | 48 | BR
20180317 | 28139 | 138 | BR
20180317 | 266177 | 81 | BR
20180317 | 32098 | 154 | US
20180317 | 266423 | 98 | BR
20180317 | 266420 | 158 | BR
20180317 | 266428 | 75 | BR
20180317 | 266429 | 96 | BR
20180317 | 266195 | 27 | BR
20180317 | 266191 | 91 | BR
20180317 | 16097 | 66 | DE
20180317 | 263920 | 123 | BR
20180317 | 263922 | 75 | BR
20180317 | 6663 | 252 | RO
20180317 | 6661 | 69 | LU
20180317 | 262435 | 43 | BR
20180317 | 262434 | 215 | BR
20180317 | 52888 | 180 | BR
20180317 | 22085 | 1753 | BR
20180317 | 52887 | 35 | BR
20180317 | 52884 | 135 | BR
20180317 | 262839 | 41 | BR
20180317 | 262725 | 268 | BR
20180317 | 262720 | 41 | BR
20180317 | 262723 | 27 | BR
20180317 | 262729 | 266 | BR
20180317 | 4826 | 42 | AU
20180317 | 63199 | 27 | US
20180317 | 53048 | 290 | BR
20180317 | 53045 | 198 | BR
20180317 | 53043 | 262 | BR
20180317 | 52539 | 70 | BR
20180317 | 52532 | 270 | BR
20180317 | 52531 | 161 | BR
20180317 | 25220 | 39 | DE
20180317 | 61935 | 178 | BR
20180317 | 53131 | 1056 | BR
20180317 | 2119 | 692 | NO
20180317 | 53132 | 108 | BR
20180317 | 53135 | 712 | BR
20180317 | 53137 | 38 | BR
20180317 | 53139 | 234 | BR
20180317 | 53138 | 1121 | BR
20180317 | 14026 | 148 | BR
20180317 | 265198 | 32 | BR
20180317 | 20940 | 283 | EU
20180317 | 53264 | 64 | US
20180317 | 9583 | 3405 | IN
20180317 | 52625 | 281 | BR
20180317 | 1916 | 4373 | BR
20180317 | 61785 | 80 | BR
20180317 | 52873 | 329 | BR
20180317 | 42652 | 33 | DE
20180317 | 53037 | 964 | BR
20180317 | 264919 | 77 | BR
20180317 | 33616 | 39 | US
20180317 | 265442 | 37 | BR
20180317 | 264911 | 140 | BR
20180317 | 264913 | 100 | BR
20180317 | 34863 | 46 | FR
20180317 | 9050 | 532 | RO
20180317 | 264262 | 224 | BR
20180317 | 28267 | 293 | BR
20180317 | 29278 | 114 | HU
20180317 | 264268 | 26 | BR
20180317 | 8926 | 132 | MD
20180317 | 13101 | 52 | DE
20180317 | 44444 | 38 | EU
20180317 | 264009 | 333 | BR
20180317 | 264002 | 80 | BR
20180317 | 264005 | 95 | BR
20180317 | 264861 | 157 | BR
20180317 | 6866 | 188 | CY
20180317 | 264863 | 134 | BR
20180317 | 15772 | 53 | UA
20180317 | 263665 | 461 | BR
20180317 | 263663 | 320 | BR
20180317 | 263661 | 60 | BR
20180317 | 263668 | 54 | BR
20180317 | 1680 | 180 | IL
20180317 | 264460 | 36 | BR
